name,ascents,grade,popularity,popularity_std,elo,elo_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
Shadowfax,41,8B,7.7328,1.1687,2.9391,0.3074,26.497,25.472,27.521,8B,-0.497
Mary Poppins,4,7C,0.3033,1.0599,2.8447,0.8152,26.336,23.620,29.052,8B,-4.336
Black Jack,65,6C+,0.9347,0.2900,-1.8409,0.3456,18.371,17.219,19.522,7A,-1.371
Stuka,24,7A+,0.3205,0.4131,-0.4385,0.5305,20.755,18.987,22.522,7B+,-1.755
Galileo bis,236,6A,1.7423,0.2359,-7.1072,0.1578,9.418,8.892,9.943,5A,+2.582
Aktifit right,160,7B,2.5894,0.2354,-0.9125,0.2214,19.949,19.211,20.686,7B,+0.051
Petit patô,2,6C,1.1166,2.7041,5.4466,1.3607,30.759,26.225,35.293,30.759169146227432,-14.759
Diagon halley,86,7A,1.1405,0.2472,-2.0361,0.3175,18.039,16.981,19.097,7A,-0.039
Casual Boulder,24,6C,0.3004,0.4934,-0.2373,0.5284,21.097,19.336,22.857,7B+,-5.097
Freak brothers,155,8A,8.4818,1.0330,1.8834,0.2157,24.702,23.983,25.421,8A+,-0.702
Jungle Book Sit,169,8A,8.4450,0.9409,1.4289,0.1924,23.929,23.288,24.570,8A,+0.071
Der Dach,1,7C,0.2998,1.5179,3.9026,0.9152,28.134,25.085,31.184,8C,-6.134
La jete,10,7C+,3.4806,1.0878,3.1419,0.4328,26.841,25.399,28.283,8B+,-3.841
Strusciamento lento,32,7A,1.1900,0.4662,-0.3817,0.5481,20.851,19.025,22.677,7B+,-2.851
Unnambed,1,7B,1.7194,2.4048,5.0377,0.9269,30.064,26.976,33.153,30.06417234940213,-10.064
Kirk Windstein Stand,32,7C+,3.9956,0.9201,1.5732,0.3907,24.174,22.873,25.476,8A,-1.174
"Jeux de main, jeux de vilains, jeux de pieds...",11,7C+,3.0312,1.0891,2.9086,0.5133,26.445,24.734,28.155,8B,-3.445
Fantoman,170,7C,5.5256,0.5487,0.2806,0.1764,21.977,21.389,22.565,7C,+0.023
Weather Channel,72,6C+,0.6074,0.2789,-3.0737,0.3458,16.275,15.123,17.427,6C,+0.725
Feeling,79,6A+,0.2830,0.2711,-4.1926,0.3122,14.373,13.332,15.413,6B,-1.373
Monolithe,11,7B+,0.8103,0.7248,2.1025,0.5355,25.074,23.290,26.859,8A+,-4.074
Over the top,14,7B,0.1709,0.7353,2.0647,0.4788,25.010,23.415,26.605,8A+,-5.010
Pause Caffè,29,7C,3.5442,0.6289,2.1100,0.3279,25.087,23.994,26.180,8A+,-3.087
magic mushrooms,1,7B,0.8503,2.2217,5.4227,0.9930,30.719,27.410,34.027,30.71866613221133,-10.719
Läckerli Crack,95,7A,2.7609,0.3285,-0.5738,0.2657,20.525,19.639,21.410,7B+,-2.525
Clip a clap,1,7C,0.7715,1.7613,4.7835,1.1055,29.632,25.949,33.315,29.63197242177566,-7.632
N.N. (Block 9e),3,7A,0.6585,1.4676,0.3898,1.0135,22.163,18.786,25.540,7C,-4.163
Powerstrips,358,7C,5.7685,0.3959,-0.6731,0.1465,20.356,19.868,20.844,7B,+1.644
os veritatis,23,7A+,0.0134,0.4283,-0.4897,0.5136,20.667,18.956,22.379,7B+,-1.667
Stinky Pete,31,7B,2.2120,0.4567,1.2674,0.3656,23.655,22.436,24.873,8A,-3.655
Triade extended,151,7A+,2.0879,0.2698,-2.0502,0.2056,18.015,17.330,18.700,7A,+0.985
Limited Edition,130,7C+,6.8508,0.6982,0.2188,0.2139,21.872,21.159,22.585,7C,+1.128
Drago Rosso,35,6C,1.1841,0.4299,-3.8212,0.4585,15.004,13.476,16.532,6B+,+0.996
Trieste-Gottardo (stand),1,7C+,1.4409,1.8226,2.4147,1.9149,25.605,19.225,31.985,8B,-2.605
No mistery,8,8A+,5.4040,1.6466,4.8205,0.4617,29.695,28.157,31.233,29.694821327529482,-4.695
"N.N. (Blocco 6, 2a)",1,6B,0.0687,2.3148,3.0005,1.3230,26.601,22.193,31.009,8B+,-12.601
18a,1,6B,0.0830,1.8043,2.7729,1.5220,26.214,21.143,31.285,8B,-12.214
Gaudium maximum,45,7A,0.5868,0.3833,-0.8436,0.3302,20.066,18.966,21.166,7B,-2.066
Hannibal Lecter,2,7C,2.3450,1.9345,5.6522,0.8330,31.109,28.333,33.884,31.108751766783403,-9.109
Connecting People,24,6C,0.9294,0.5348,-2.4223,0.5666,17.382,15.494,19.270,6C+,-1.382
Traversa degli Artisti,29,7C,1.8125,0.5327,0.7246,0.4377,22.732,21.274,24.190,7C+,-0.732
Sid Vicious,16,6C,0.2237,0.5597,-3.5044,0.6998,15.543,13.211,17.874,6C,+0.457
N.N. (left of extreme ironing),1,7C,0.8353,2.0876,5.1148,1.2367,30.195,26.074,34.316,30.195103360716963,-8.195
Ketamina,34,6C,0.1395,0.4153,-2.7193,0.4260,16.877,15.458,18.297,6C+,-0.877
Senza denti,243,7C,4.9894,0.4536,0.1326,0.1332,21.725,21.282,22.169,7C,+0.275
Fengshui Masters,366,7A,3.9389,0.2917,-1.5564,0.1303,18.854,18.420,19.288,7A+,-0.854
Ixplotion,4,7C,0.2470,0.9242,2.7984,0.8860,26.257,23.305,29.209,8B,-4.257
Miss Schweiz,227,8A,8.8284,1.0446,1.0593,0.1504,23.301,22.800,23.802,7C+,+0.699
Pink-Lady,67,6C+,0.6049,0.3142,-1.7994,0.3544,18.441,17.260,19.622,7A,-1.441
N.N. (highball),1,8A+,1.8316,2.0911,5.9267,0.9833,31.575,28.299,34.852,31.575308719943912,-6.575
Business time,2,8A+,1.3476,1.7502,5.8305,1.0069,31.412,28.057,34.767,31.41183869416246,-6.412
Right of Molonk,368,7A+,4.2897,0.2837,-1.9042,0.1303,18.263,17.829,18.697,7A,+0.737
Fast Food,112,6A,0.5485,0.2408,-5.0963,0.2578,12.836,11.977,13.695,6A+,-0.836
Le vent nous porterà,248,8A,8.1622,0.9035,1.3167,0.1287,23.738,23.310,24.167,8A,+0.262
Homo Mousse,2,7C,3.4091,1.7146,3.6604,0.9345,27.723,24.609,30.836,8C,-5.723
Quasimodo,119,7B+,2.5482,0.2468,-0.3358,0.2490,20.929,20.100,21.759,7B+,+0.071
Babilonia,57,7A,0.5634,0.2970,-2.5486,0.4176,17.167,15.776,18.559,6C+,+0.833
Dropzone + Höhenrausch,3,7C,0.3846,1.1644,3.6296,0.7039,27.670,25.325,30.016,8C,-5.670
Dipende,2,8A+,3.3183,1.6304,5.1820,0.7919,30.309,27.671,32.948,30.309421607551265,-5.309
Special Edition,156,8A,6.6415,0.7029,0.4768,0.2145,22.311,21.596,23.025,7C,+1.689
3° Cane,53,8A,5.7151,1.1727,2.4544,0.2299,25.672,24.906,26.438,8B,-1.672
Cliquês à claques (assis),1,7C,2.3498,2.2349,5.4240,0.9161,30.721,27.668,33.773,30.720806134950664,-8.721
Casey Jones,98,7C,3.8234,0.3753,0.3906,0.2201,22.164,21.431,22.897,7C,-0.164
Orgoglione,32,7A,0.3248,0.3392,-0.2691,0.4107,21.043,19.674,22.411,7B+,-3.043
Korsakow,50,7A+,2.8973,0.6268,-1.3116,0.2965,19.270,18.282,20.258,7A+,-0.270
Bugatsanga,25,7C,2.4662,0.5352,1.5913,0.3641,24.205,22.992,25.418,8A,-2.205
II Doppione,1,7B,0.2128,1.5449,4.3105,1.4227,28.828,24.087,33.568,8C+,-8.828
Hole of Fame,30,7A+,2.3807,0.9255,-1.1267,0.5085,19.585,17.890,21.279,7B,-0.585
Höhensonne,3,7C,2.7600,1.7074,5.1431,0.8728,30.243,27.335,33.151,30.243267743185786,-8.243
Side effect,1,7C+,0.1588,2.1297,4.7869,1.0755,29.638,26.054,33.221,29.63772225901008,-6.638
Gollum Left,34,7C,2.5820,0.5793,2.2217,0.2867,25.277,24.321,26.232,8A+,-3.277
N.N. (Block 9),1,7B+,1.2859,2.5708,3.3525,1.3197,27.199,22.802,31.596,8B+,-6.199
Alan Parson Project,54,7A,3.8114,0.7891,-0.6970,0.3433,20.315,19.171,21.459,7B,-2.315
Jungle book,161,7C+,7.3045,0.7555,1.3811,0.2139,23.848,23.135,24.561,8A,-0.848
Anouk,82,6C,1.0064,0.3492,-3.5500,0.2479,15.465,14.639,16.291,6B+,+0.535
Backgammon SD,1,8A,0.6144,1.8998,5.5300,1.1059,30.901,27.216,34.586,30.90094628827055,-6.901
Frederic Bricole,12,7B+,0.3488,0.5693,0.5712,0.6149,22.471,20.422,24.520,7C,-1.471
Fantomas,2,7C,1.0292,1.3324,3.1810,0.8817,26.908,23.970,29.846,8B+,-4.908
La mossa del barbiere into rah plat plat,6,7C+,0.5540,0.9092,2.7070,0.6865,26.102,23.814,28.389,8B,-3.102
Frogger,2,8A,5.0757,2.2155,5.5495,0.9550,30.934,27.752,34.116,30.93409243670431,-6.934
Gingermanie,6,7C,1.8538,0.8170,3.5423,0.6813,27.522,25.252,29.792,8C,-5.522
la pioche,3,7B+,0.4040,1.0795,2.9720,0.7934,26.552,23.909,29.196,8B+,-5.552
Sabat mater,13,6C,0.9884,0.6185,-1.6157,0.7660,18.753,16.201,21.306,7A+,-2.753
Banda Bassotti,81,6C,2.5669,0.4770,-3.6371,0.2939,15.317,14.337,16.296,6B+,+0.683
Effetti speciali,14,7B+,5.2066,1.5403,2.6412,0.4273,25.990,24.566,27.414,8B,-4.990
fliegen erlaubt lower ss.,1,7C,2.2044,1.7036,4.8425,0.7258,29.732,27.314,32.151,29.732297154093693,-7.732
Crossing the Jungle,7,8A,1.6875,1.1263,3.7612,0.6685,27.894,25.667,30.122,8C,-3.894
Machacha,2,7A,0.0907,1.0826,3.2844,0.9543,27.084,23.904,30.263,8B+,-9.084
Habe Die Ehre,3,7C+,2.8445,1.5217,4.1700,0.6023,28.589,26.582,30.596,8C+,-5.589
Kirk Windstein,154,8A,8.4518,1.0063,1.1156,0.2080,23.397,22.704,24.090,7C+,+0.603
Reve De Mario,25,8A,5.9730,1.3796,3.0842,0.4289,26.743,25.314,28.172,8B+,-2.743
Red Roses assis,22,7B+,2.0253,0.4659,2.1494,0.3375,25.154,24.030,26.279,8A+,-4.154
ieri e domani,16,7B+,0.8071,0.5342,1.2625,0.4455,23.646,22.162,25.131,8A,-2.646
street parade,5,7A,1.3339,0.7842,2.6437,0.5854,25.994,24.044,27.945,8B,-7.994
La Proue,57,8B,8.3726,1.1691,2.9912,0.3079,26.585,25.559,27.611,8B+,-0.585
Un ange avec des cornes,29,8A+,6.7402,1.4056,3.3298,0.3824,27.161,25.887,28.435,8B+,-2.161
La Boule Stand,36,7C,3.9278,0.6340,2.0132,0.3348,24.922,23.807,26.038,8A+,-2.922
The big swing,56,6C+,0.7288,0.2455,-0.7508,0.3805,20.224,18.956,21.491,7B,-3.224
Vanilla sky,28,7C,2.5239,0.5053,1.9309,0.3425,24.783,23.641,25.924,8A+,-2.783
Il volo del colibri,230,7B+,3.6244,0.2882,-0.9422,0.1539,19.898,19.385,20.411,7B,+1.102
La banda dal fil da fer,37,7A,0.7180,0.3628,-1.0899,0.4258,19.647,18.228,21.066,7B,-1.647
La rondella,59,7B+,3.0832,0.4608,0.7987,0.3311,22.858,21.755,23.961,7C+,-1.858
Roswell,30,8A+,7.5168,1.0866,3.3146,0.3786,27.135,25.874,28.396,8B+,-2.135
Bonzai garden,27,7A,0.1998,0.4143,0.3542,0.3298,22.102,21.003,23.201,7C,-4.102
Walker on Earth,80,8A,6.7931,1.1203,2.1515,0.2576,25.158,24.299,26.016,8A+,-1.158
Mediomen sd,1,7B,0.3854,2.2308,5.7594,1.1331,31.291,27.516,35.066,31.290952586237964,-11.291
Walking the Desert,3,7C,0.0662,1.2369,3.9618,0.8052,28.235,25.552,30.918,8C,-6.235
Angel's Heart (H10),1,7C+,0.2030,2.0499,5.4917,1.1281,30.836,27.077,34.595,30.835915319956726,-7.836
Garibald,259,7A,2.6611,0.2032,-2.4929,0.1738,17.262,16.683,17.841,6C+,+0.738
la nave va bas,1,8A,0.6289,1.9254,5.0087,1.3074,30.015,25.658,34.371,30.01473483285343,-6.015
Pet terapie,67,6B,0.3973,0.3429,-3.7703,0.3129,15.091,14.048,16.133,6B+,-1.091
Madafacabira,21,7B+,1.1185,0.4599,0.6687,0.4768,22.637,21.048,24.225,7C+,-1.637
Confession of a Crap Artist,264,7C,6.6435,0.5609,0.2629,0.1426,21.947,21.472,22.422,7C,+0.053
Worthless everything,50,7C+,7.0803,1.2806,2.5857,0.2562,25.896,25.042,26.749,8B,-2.896
Bella Nicki,374,7A,3.5741,0.2268,-2.3184,0.1220,17.559,17.152,17.965,7A,+0.441
Trieste-Gottardo stand,54,7C+,5.4637,1.0007,0.1378,0.3495,21.734,20.570,22.899,7C,+1.266
Alphane Moon,149,8A,7.3016,0.6979,1.4198,0.2081,23.914,23.220,24.607,8A,+0.086
River plate,15,7B,1.0485,0.6425,1.7494,0.5425,24.474,22.667,26.282,8A,-4.474
To the sunshine,2,7B+,1.8415,1.6033,5.0437,0.7617,30.074,27.536,32.612,30.0742836477833,-9.074
La Pioda,113,7A,1.7337,0.2938,-3.0222,0.2326,16.362,15.587,17.137,6C,+1.638
Blue Trav's,61,6C+,0.6582,0.2750,-2.3081,0.3748,17.576,16.327,18.825,7A,-0.576
Baby Mammoth,18,8A+,5.7409,1.1715,3.7107,0.3789,27.808,26.546,29.071,8C,-2.808
Sissyfuss,60,8A+,8.1781,1.1637,2.9352,0.2239,26.490,25.744,27.236,8B,-1.490
Slimeline,293,7C,6.0648,0.5250,-0.3719,0.1382,20.868,20.407,21.328,7B+,+1.132
Motorcade,12,7C,4.4374,1.1383,3.7739,0.3390,27.916,26.786,29.045,8C,-5.916
Pøbla,2,8A,1.3197,1.1888,4.3273,0.9615,28.856,25.653,32.060,8C+,-4.856
Balle spaziali,16,6A+,0.1540,0.5907,-3.4740,0.5734,15.594,13.683,17.505,6C,-2.594
Il partner,103,7C,5.7660,0.7391,1.2940,0.2205,23.700,22.965,24.435,8A,-1.700
Dreamtime stand after break,4,8A+,3.7214,2.0371,5.1712,0.8490,30.291,27.462,33.120,30.290969059062228,-5.291
Le vent sombre,19,8A,5.5805,1.3900,3.4856,0.4100,27.425,26.059,28.792,8B+,-3.425
Mini Boulder,2,7A,2.3291,1.5386,4.5699,0.7990,29.269,26.607,31.931,8C+,-11.269
N.N. / Left of Frank's Wild Years,6,7B,0.3663,0.7807,1.8220,0.7799,24.597,21.999,27.196,8A+,-4.597
Eris quod sum,31,7A+,3.0160,0.5901,-0.8340,0.4635,20.082,18.538,21.626,7B,-1.082
Goldenfeet,17,7C,0.1121,0.5220,1.5018,0.5195,24.053,22.322,25.784,8A,-2.053
Doctor Pinch,7,7C+,4.7065,1.4111,3.9167,0.5728,28.158,26.250,30.067,8C,-5.158
Lancio del nano,9,7A,0.7307,1.0256,-0.8599,0.9184,20.038,16.978,23.098,7B,-2.038
Dr. Pinch,237,7C+,8.1079,0.9667,0.9277,0.1536,23.077,22.565,23.589,7C+,-0.077
Beach easy,192,5B,0.9880,0.1722,-7.9569,0.2182,7.973,7.246,8.700,4C,+2.027
Riegen Erlanbt,1,7B,0.2342,1.4555,4.8295,0.7211,29.710,27.307,32.113,29.71013591254005,-9.710
links,1,7B,0.3333,2.1272,3.0530,1.2710,26.690,22.455,30.925,8B+,-6.690
Reve de Franz,2,8A,2.8073,1.6028,5.2822,0.8570,30.480,27.624,33.335,30.47981068679606,-6.480
Slab near Bach Block,2,7B,2.1061,1.5377,3.9288,0.8819,28.179,25.241,31.117,8C,-8.179
Slimeline right,1,7C,0.2112,1.5627,4.5775,1.1404,29.282,25.482,33.082,8C+,-7.282
Tricky,131,8A,7.2689,0.9740,1.2391,0.2118,23.606,22.901,24.312,8A,+0.394
Quantic bloc,38,7A,0.9986,0.3769,-0.7469,0.3769,20.230,18.974,21.486,7B,-2.230
Ape-Faktor,1,6C+,0.7924,2.6089,4.0487,1.2267,28.383,24.295,32.470,8C,-11.383
Miss Schweiz Sit Start,8,8A+,3.9571,1.2346,4.9023,0.5681,29.834,27.941,31.727,29.833969549341614,-4.834
La traversa del letamaio,38,7A+,1.9474,0.6071,0.5454,0.4096,22.427,21.062,23.792,7C,-3.427
Diretta,63,7A+,0.8030,0.3283,-1.3921,0.3445,19.133,17.985,20.281,7A+,-0.133
Frank's restdays,2,7A,0.4987,1.1079,2.9246,1.0802,26.472,22.873,30.071,8B,-8.472
Vanillasky,45,7C,5.4975,1.1504,2.0792,0.2268,25.035,24.279,25.790,8A+,-3.035
Soilwork,49,8A+,6.4658,0.9870,2.7673,0.2784,26.204,25.277,27.132,8B,-1.204
Blochx Addiction,74,8A,7.6239,1.1761,2.4908,0.2172,25.734,25.011,26.458,8B,-1.734
Sonheh Anbieter,1,7B+,0.0750,1.9384,3.9025,1.2437,28.134,23.990,32.278,8C,-7.134
Schule des Lebens,48,8A+,7.1601,1.0043,3.4992,0.2775,27.449,26.524,28.373,8B+,-2.449
Rah Plats Plats variation,1,8A+,0.7397,1.7775,4.8111,0.9719,29.679,26.440,32.917,29.67887234486699,-4.679
Jya,16,8A+,5.0343,1.2797,3.9390,0.3785,28.196,26.935,29.458,8C,-3.196
Doctor Brush,8,7C,1.9654,0.9296,3.7737,0.5333,27.915,26.138,29.692,8C,-5.915
The Sickle,121,7B,3.4935,0.3916,0.2315,0.2323,21.894,21.119,22.668,7C,-1.894
Hopper extension,159,7A,2.2845,0.2311,-2.9991,0.2082,16.402,15.708,17.095,6C,+1.598
Teorema di Fermat,18,7A,1.7485,0.5326,-0.3520,0.6069,20.902,18.879,22.924,7B+,-2.902
Confessions,38,8B,7.6194,1.2567,3.2974,0.3513,27.106,25.935,28.276,8B+,-1.106
Mano Lesta Sit Start,26,7A+,1.1672,0.6163,0.6159,0.4068,22.547,21.192,23.903,7C+,-3.547
Albatar,1,7B,0.2841,1.9038,4.9525,1.0049,29.919,26.571,33.268,29.91920831545438,-9.919
Humorist,5,7C+,1.7682,1.6799,2.6685,0.6887,26.036,23.742,28.331,8B,-3.036
Läckerli Crack Variante,50,7A+,1.9108,0.4652,0.1687,0.3904,21.787,20.486,23.088,7C,-2.787
One move,12,7B,1.6351,0.6345,1.8649,0.5024,24.670,22.996,26.344,8A+,-4.670
supertussi,11,8B,3.3505,0.9152,3.8539,0.5305,28.052,26.284,29.819,8C,-2.052
Les Doigts Verts,122,7C+,7.0770,0.8024,1.0367,0.1982,23.262,22.602,23.923,7C+,-0.262
Backgammon sit,17,8A,1.8689,0.7165,3.5731,0.5572,27.574,25.718,29.431,8C,-3.574
number 1,126,6C,0.3579,0.2626,-4.0717,0.2416,14.578,13.773,15.383,6B+,+1.422
Fisher,1,7C+,2.2717,1.6014,5.1570,0.9283,30.267,27.174,33.360,30.266907886029678,-7.267
Midnight lightning of Ticino,88,7C+,5.8043,0.7416,1.8968,0.2331,24.724,23.948,25.501,8A+,-1.724
3°Cane,2,8A,1.5318,1.3665,4.6240,0.8867,29.361,26.406,32.315,8C+,-5.361
the scent of snow,17,8A,3.6557,1.0652,3.5358,0.3874,27.511,26.220,28.802,8C,-3.511
Jump,153,6C,2.2196,0.2699,-1.7623,0.2037,18.504,17.825,19.183,7A+,-2.504
Apollo,56,8A,6.4552,0.9959,2.6861,0.2681,26.066,25.173,26.960,8B,-2.066
old holborn,28,6C+,0.6307,0.4495,-0.1497,0.5351,21.245,19.463,23.028,7B+,-4.245
Conquistadors,84,8A+,7.3020,0.9608,2.2922,0.2274,25.397,24.639,26.154,8A+,-0.397
The Pocket Problem,217,7C,5.8841,0.6212,0.1470,0.1755,21.750,21.165,22.335,7C,+0.250
Lascia che sia,106,7A,1.4585,0.2739,-1.8544,0.2756,18.348,17.429,19.266,7A,-0.348
Disney production,52,8A+,7.0038,0.9260,2.7239,0.2935,26.131,25.153,27.109,8B,-1.131
Keinfisch Kleinfisch,9,8A+,6.6823,1.2312,4.2164,0.4059,28.668,27.316,30.020,8C+,-3.668
Bella Luna,17,8B,6.5518,1.3133,4.2936,0.3580,28.799,27.606,29.992,8C+,-2.799
la dance debout,1,7B,2.4292,1.8212,4.5015,0.7048,29.152,26.804,31.501,8C+,-9.152
try me,1,7C,0.4483,1.2075,4.4951,0.8052,29.142,26.459,31.825,8C+,-7.142
Side effect,5,7C+,1.2829,0.9206,2.4147,0.7043,25.605,23.258,27.952,8B,-2.605
Triangolo,117,6C+,1.6539,0.2091,-3.0589,0.2772,16.300,15.376,17.223,6C,+0.700
Klein und Gemein,40,6C,0.0211,0.3094,-1.8246,0.4538,18.398,16.886,19.910,7A,-2.398
Big Paw,19,8B+,7.2218,1.3496,4.2840,0.4469,28.783,27.294,30.272,8C+,-1.783
Variant Milton,1,7B+,0.8830,1.5181,4.9366,1.0267,29.892,26.471,33.313,29.892171478161526,-8.892
"N.N. (Block 9, Nr.9)",2,7A,1.2107,2.5535,4.4676,1.9764,29.095,22.510,35.680,8C+,-11.095
Gecko,16,7C+,3.2650,0.8650,3.3324,0.4922,27.165,25.525,28.805,8B+,-4.165
haniball,2,7B+,0.5315,1.1264,3.2355,0.9115,27.000,23.963,30.038,8B+,-6.000
3 Crane,1,8A,1.5217,2.0094,4.9240,1.0529,29.871,26.363,33.379,29.870781093892333,-5.871
Diagon hally,1,7A,0.1011,1.8034,5.4346,1.0307,30.739,27.305,34.173,30.738836364625335,-12.739
Läckerli Crack Sit,30,7B+,4.2498,0.7811,2.7020,0.2964,26.093,25.106,27.081,8B,-5.093
Hoenzone,6,7C,2.9142,0.9039,3.4835,0.4412,27.422,25.952,28.892,8B+,-5.422
Nobody ist der Größte Stand,44,7B+,2.6458,0.4212,1.1742,0.3104,23.496,22.462,24.530,7C+,-2.496
Super Otti,63,7B+,2.5974,0.4043,0.7221,0.3256,22.728,21.643,23.812,7C+,-1.728
Les Cliques à Claques Stand,45,7B+,2.7560,0.5036,1.3059,0.2650,23.720,22.837,24.603,8A,-2.720
Edizione limitate,107,7A,0.8784,0.1695,-3.3010,0.2671,15.888,14.998,16.778,6C,+2.112
So Lonely,50,7A,0.9935,0.3166,-1.2150,0.4166,19.435,18.046,20.823,7A+,-1.435
Goddog,1,7C+,1.2473,2.0294,5.9329,1.0702,31.586,28.020,35.152,31.58594858776689,-8.586
Electric Ant (squat start),9,8A+,5.9741,1.4300,4.5173,0.4528,29.179,27.671,30.688,8C+,-4.179
Kamel Trophy,10,7A,0.0634,0.5952,1.2099,0.5991,23.557,21.561,25.553,8A,-5.557
esquerre voci dalla cantina,1,7C,2.3221,2.3882,4.7241,0.9912,29.531,26.228,32.834,29.53095109913596,-7.531
Batman Returns (Right -> Left),21,7B+,3.5810,1.2319,0.5581,0.5187,22.449,20.721,24.177,7C,-1.449
The Mushroom Series part I,1,6C,0.0384,1.9192,0.4651,1.5133,22.291,17.248,27.333,7C,-6.291
Norfolk,47,7A,1.9065,0.5746,0.4835,0.3577,22.322,21.130,23.514,7C,-4.322
Giandollaro,17,6C+,0.3536,0.4625,0.0492,0.5616,21.584,19.712,23.455,7C,-4.584
Yellow arète,10,7A,3.0839,0.7522,3.0793,0.4792,26.735,25.138,28.332,8B+,-8.735
Die Schöne,478,6C,2.5284,0.1728,-5.9524,0.1096,11.381,11.016,11.746,5C,+4.619
Fest Joe,1,7B,0.2974,1.2707,4.3732,0.8035,28.934,26.257,31.612,8C+,-8.934
Death Proof,1,7B,0.5232,1.3491,4.3649,0.8540,28.920,26.075,31.766,8C+,-8.920
Labrador,8,7A,2.5646,1.3722,1.7128,0.4840,24.412,22.799,26.024,8A,-6.412
Fake Pamplemousse,427,8A,10.4259,1.0103,0.6627,0.1214,22.627,22.222,23.031,7C+,+1.373
Passo Ticino,6,8A+,3.2746,1.3290,5.0400,0.6236,30.068,27.990,32.146,30.068009367571822,-5.068
Voci dalla cantina diretta,28,7C,1.5191,0.4428,0.2161,0.4961,21.867,20.214,23.520,7C,+0.133
sickle,4,7B,0.9044,0.9371,3.0485,0.6677,26.682,24.458,28.907,8B+,-6.682
Traverse,7,7B+,1.9205,1.8996,1.2854,0.8445,23.685,20.871,26.499,8A,-2.685
Space Cowboys,1,6C+,0.9432,2.0446,2.5162,1.3355,25.777,21.328,30.227,8B,-8.777
The rabbit,45,7B+,3.1573,0.5055,1.5972,0.3237,24.215,23.137,25.294,8A,-3.215
Super sizeme,40,7A+,0.3835,0.3150,-1.9059,0.3593,18.260,17.063,19.457,7A,+0.740
happy birthday totò,17,8A,5.0263,1.0396,3.8457,0.4177,28.038,26.646,29.429,8C,-4.038
Barbarella sd,17,7A,0.1711,0.5264,0.5027,0.4736,22.355,20.777,23.933,7C,-4.355
Mahnà-mahnà,4,7B,0.9682,1.0375,0.7138,0.8688,22.714,19.819,25.608,7C+,-2.714
Dave's dyno,27,7A,1.4236,0.4263,-2.2335,0.5148,17.703,15.988,19.418,7A,+0.297
"N.N. (Block 9, Nr.6)",1,6A,0.8968,2.3357,4.9210,1.5442,29.866,24.720,35.011,29.865635626838944,-17.866
Tomahawk Traverse,20,7A,0.3564,0.3923,-0.3098,0.5361,20.973,19.187,22.760,7B+,-2.973
Crimp-o-phobia,82,7B,0.8574,0.2903,-1.5350,0.3293,18.890,17.793,19.988,7A+,+1.110
21 grammi,4,7C,0.3493,0.8823,2.9814,0.6029,26.568,24.560,28.577,8B+,-4.568
Mut zur Verzweiflung,432,7A,3.3416,0.1999,-3.2553,0.1385,15.966,15.505,16.428,6C,+2.034
Floppy disk,8,7B,0.7481,0.8242,2.2692,0.6436,25.358,23.213,27.502,8A+,-5.358
hash mich,7,7A+,0.6314,0.8128,-1.0227,0.8654,19.761,16.878,22.645,7B,-0.761
From the darkness to the sunshine,245,7C,5.0303,0.4485,0.2240,0.1388,21.881,21.418,22.343,7C,+0.119
Red Pill,6,7C,0.5645,0.6536,2.2408,0.7376,25.309,22.852,27.767,8A+,-3.309
Jungle Book Variation,4,7C,3.9046,1.6548,4.4189,0.6264,29.012,26.925,31.099,8C+,-7.012
Balu der Bär,285,7C,6.3669,0.5955,-0.2662,0.1674,21.048,20.490,21.605,7B+,+0.952
From Dirt Grows The Flowers,23,8C,6.7947,1.1209,4.1613,0.3657,28.574,27.356,29.793,8C+,-0.574
from the dirt grows the flower left top-out Varian,1,8C,2.7550,2.1060,5.8121,0.9803,31.381,28.114,34.647,31.380558395061435,-3.381
schildkröte,3,7C+,1.1148,1.4597,3.8809,0.8075,28.098,25.407,30.788,8C,-5.098
N.N. 8 (c),2,6B+,2.1295,1.9454,6.4737,1.0858,32.505,28.888,36.123,32.50531347871824,-17.505
N.N. 9 (a),1,6B,0.3481,2.1628,5.9945,1.5620,31.691,26.486,36.895,31.69064498644947,-17.691
Better then nothing,11,7A,0.5430,0.5681,1.7862,0.4882,24.537,22.910,26.163,8A+,-6.537
Hurtigrutten,127,6C,1.6651,0.2577,-4.2791,0.2031,14.225,13.549,14.902,6B,+1.775
Serre moi fort Stand,138,7B+,4.3876,0.4345,0.0173,0.1937,21.529,20.884,22.175,7C,-0.529
micro-nico,6,7B,0.5685,0.8689,3.3766,0.8183,27.240,24.514,29.967,8B+,-7.240
Backgammon Traverse,6,8A,2.9625,1.1961,4.0754,0.7271,28.428,26.005,30.851,8C,-4.428
Schnittstelle,166,7B,3.3988,0.3015,-1.2665,0.1730,19.347,18.770,19.923,7A+,+0.653
Prima la Signora,16,7B+,3.6320,0.7659,2.9859,0.3663,26.576,25.356,27.796,8B+,-5.576
N.N. (Block 12 Nr.1),2,6A,0.0500,1.7306,2.4340,1.5119,25.638,20.600,30.675,8B,-13.638
Julian,62,6C,0.6463,0.2162,-2.8192,0.3446,16.707,15.559,17.856,6C+,-0.707
