name,ascents,grade,popularity,elo,elo_std,pop_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
H15,1,6A,-2.9204,-2.9686,0.0000,0.0000,15.010,15.010,15.010,6B+,-3.010
Foassil ass,2,7C,-0.2667,3.2155,0.0000,0.0000,19.930,19.930,19.930,7B,+2.070
Il figlio di Frau Muster,7,6A+,-1.4534,-4.8757,0.0000,0.0000,14.176,14.176,14.176,6B,-1.176
Exit of La Rambla,1,6A,-10.3379,-0.5012,0.0000,0.0000,14.438,14.438,14.438,6B,-2.438
Muro bianco,5,6B+,-2.9921,-2.8729,0.0000,0.0000,15.052,15.052,15.052,6B+,-0.052
N.N. 34,1,6C+,-15.0110,-3.6000,0.0000,0.0000,10.972,10.972,10.972,5C,+6.028
Gibson,7,6C,-1.4727,-2.6549,0.0000,0.0000,15.652,15.652,15.652,6C,+0.348
prognosi riservata left,1,5C,-4.2560,1.2198,0.0000,0.0000,17.405,17.405,17.405,6C+,-6.405
Le ragazze di Kosice,2,6A,-5.2077,-5.3745,0.0000,0.0000,12.721,12.721,12.721,6A+,-0.721
Entwash,2,8A,0.4206,3.9073,0.0000,0.0000,20.597,20.597,20.597,7B+,+3.403
N.N. (right of ganymede takeover),1,7C+,1.2038,5.4650,0.0000,0.0000,21.871,21.871,21.871,7C,+1.129
N.N. (Bloc 9 No 30),1,6A,-2.2691,-8.5025,0.0000,0.0000,11.512,11.512,11.512,6A,+0.488
Moma,1,5B,-5.6151,-7.9698,0.0000,0.0000,10.867,10.867,10.867,5C,-0.867
Madame Pompitri,1,4A,-5.7494,-7.8685,0.0000,0.0000,10.894,10.894,10.894,5C,-4.894
Il Doppione,79,7B+,5.3732,-0.3019,0.0000,0.0000,19.270,19.270,19.270,7A+,+1.730
N.N. (Right of suendenfall),1,7B,-0.6426,4.3343,0.0000,0.0000,20.564,20.564,20.564,7B+,-0.564
N.N. (Blocco 9/1),1,5C,-8.0405,-0.1682,0.0000,0.0000,15.347,15.347,15.347,6B+,-4.347
Voci dal bunker,2,6B,-6.0237,0.2329,0.0000,0.0000,16.218,16.218,16.218,6C,-2.218
Uno solo ma multifunzionale,7,5B,-3.5633,-6.8359,0.0000,0.0000,12.237,12.237,12.237,6A,-2.237
N.N. (Bl.35bN°5),1,6A+,-6.6491,0.5928,0.0000,0.0000,16.271,16.271,16.271,6C,-3.271
H13,1,6B,-2.9208,-2.9717,0.0000,0.0000,15.008,15.008,15.008,6B+,-1.008
Vox Populi,6,6A+,-2.7276,-5.5670,0.0000,0.0000,13.334,13.334,13.334,6A+,-0.334
N.N. (Blocco 8a/1a),7,6A+,-2.3570,-3.3595,0.0000,0.0000,14.918,14.918,14.918,6B+,-1.918
"N.N. (Masso 14, 35)",2,6A+,-4.5828,-6.9407,0.0000,0.0000,11.862,11.862,11.862,6A,+1.138
Tricipite Surale,2,7A+,0.1798,-1.0170,0.0000,0.0000,17.239,17.239,17.239,6C+,+1.761
Willenberg Dach,285,8A,14.8491,0.7879,0.0000,0.0000,22.831,22.831,22.831,7C+,+1.169
Frogatt Traverse,71,7A,3.2658,-3.4730,0.0000,0.0000,16.524,16.524,16.524,6C+,+1.476
Camarera SDS,2,6A+,-0.9906,-4.8799,0.0000,0.0000,14.312,14.312,14.312,6B,-1.312
Buffalo Soldier,6,6B+,-0.3119,-0.8545,0.0000,0.0000,17.201,17.201,17.201,6C+,-2.201
Dellerium bremans,1,6C+,0.4320,2.4318,0.0000,0.0000,19.616,19.616,19.616,7B,-2.616
Hasta la vista,22,5C,-0.2729,-5.5611,0.0000,0.0000,14.072,14.072,14.072,6B,-3.072
N.N. (Blocco 20b/7),3,6A,-3.9668,-1.5068,0.0000,0.0000,15.672,15.672,15.672,6C,-3.672
La Boule in piedi,1,7C,-1.3492,2.7737,0.0000,0.0000,19.311,19.311,19.311,7A+,+2.689
Bosna irgendwas,1,7A+,-3.5891,-6.1785,0.0000,0.0000,12.668,12.668,12.668,6A+,+6.332
Variante Milton,11,7B+,2.3056,1.1868,0.0000,0.0000,19.346,19.346,19.346,7A+,+1.654
strano spigolo strapiombante,1,7A+,-3.2825,0.5006,0.0000,0.0000,17.217,17.217,17.217,6C+,+1.783
N.N. (blocco 33),1,6B,-3.4381,0.9285,0.0000,0.0000,17.456,17.456,17.456,6C+,-3.456
7f sur Rah plats plats,1,7B+,-0.9045,2.7344,0.0000,0.0000,19.418,19.418,19.418,7A+,+1.582
Dark Side of the Moon (sit),31,8A,9.9822,0.8230,0.0000,0.0000,21.399,21.399,21.399,7B+,+2.601
Svirgola per caso,5,6B+,-3.1335,-1.1021,0.0000,0.0000,16.192,16.192,16.192,6C,-1.192
N.N. (Bl.3bN°2),3,6A,-5.9122,0.2315,0.0000,0.0000,16.250,16.250,16.250,6C,-4.250
"N.N. (Masso 6, no.14)",1,6B,-7.0729,-7.0680,0.0000,0.0000,11.033,11.033,11.033,5C,+2.967
Weiter Zug mit Untergriff,1,6C,-2.7636,1.3441,0.0000,0.0000,17.935,17.935,17.935,7A,-1.935
titania,24,6A,-1.0471,-6.4534,0.0000,0.0000,13.245,13.245,13.245,6A+,-1.245
Bill please,7,6B,0.2780,0.1204,0.0000,0.0000,18.028,18.028,18.028,7A,-4.028
Cortado,4,6C,-0.0100,-2.3382,0.0000,0.0000,16.301,16.301,16.301,6C,-0.301
"N.N. (Blocco 6, 4)",2,3A,-0.2993,-4.8498,0.0000,0.0000,14.539,14.539,14.539,6B+,-11.539
"N.N. (Blocco 6, 9)",1,5A,0.1288,4.4827,0.0000,0.0000,20.894,20.894,20.894,7B+,-11.894
N.N. (midday shot),1,6B,-14.6923,-4.0342,0.0000,0.0000,10.778,10.778,10.778,5C,+3.222
Star Stress,30,6C,3.4144,-3.2312,0.0000,0.0000,16.730,16.730,16.730,6C+,-0.730
Suworow - Sudoku,4,6C,0.0913,0.6086,0.0000,0.0000,18.298,18.298,18.298,7A,-2.298
Souvenir,436,8A,19.8977,0.7377,0.0000,0.0000,24.308,24.308,24.308,8A,-0.308
N.N. (Bl.3bN°3),1,6A+,-5.7921,-6.4507,0.0000,0.0000,11.828,11.828,11.828,6A,+1.172
N.N. (Bl.36N°1),1,6A,-5.7994,-6.4673,0.0000,0.0000,11.814,11.814,11.814,6A,+0.186
"N.N. (Block 131, b)",1,7A+,-1.3626,3.2767,0.0000,0.0000,19.643,19.643,19.643,7B,-0.643
"N.N. (block 131, c)",1,7A,-1.3368,3.3035,0.0000,0.0000,19.669,19.669,19.669,7B,-1.669
N.N. (block 91a),1,7A,-3.4051,2.1533,0.0000,0.0000,18.283,18.283,18.283,7A,-0.283
"N.N. (Masso 14, no.36a)",5,5C,-1.3790,-9.1288,0.0000,0.0000,11.361,11.361,11.361,5C,-0.361
Höhenrausch-Variante,1,7C,-1.8812,3.2932,0.0000,0.0000,19.499,19.499,19.499,7A+,+2.501
N.N. (Masso 14 / 34),1,6B,-9.2891,-7.4147,0.0000,0.0000,10.139,10.139,10.139,5B,+3.861
La Grit Deluxe,3,7B,1.0594,3.6884,0.0000,0.0000,20.642,20.642,20.642,7B+,-0.642
Fly High,1,7B+,-1.1148,3.0624,0.0000,0.0000,19.574,19.574,19.574,7B,+1.426
N.N. (Block 16b),2,6A,-4.3507,-1.3778,0.0000,0.0000,15.644,15.644,15.644,6C,-3.644
Links von Höhenrausch,1,7A+,-2.4715,1.2781,0.0000,0.0000,17.978,17.978,17.978,7A,+1.022
Kirk Windstein,2,8A,-1.1121,3.1845,0.0000,0.0000,19.657,19.657,19.657,7B,+4.343
Aka Midnight Lightning,6,7C+,5.6659,4.2755,0.0000,0.0000,22.412,22.412,22.412,7C,+0.588
Molonk,3,7C,1.9687,3.3333,0.0000,0.0000,20.677,20.677,20.677,7B+,+1.323
N.N. (Bloc 9 No 5),1,6A+,-3.5014,0.5519,0.0000,0.0000,17.185,17.185,17.185,6C+,-4.185
lance,1,6C,-1.6172,2.4397,0.0000,0.0000,19.008,19.008,19.008,7A+,-3.008
goldenei rechts,1,6C,-9.6578,-6.7921,0.0000,0.0000,10.444,10.444,10.444,5B,+5.556
Ami di piombo,2,6A,-1.8606,-2.2895,0.0000,0.0000,15.780,15.780,15.780,6C,-3.780
Fritzli,3,5B,-4.1201,-2.7182,0.0000,0.0000,14.818,14.818,14.818,6B+,-4.818
Darrera Red Rose,1,5C,-1.5831,1.7002,0.0000,0.0000,18.525,18.525,18.525,7A+,-7.525
N.N. (Masso 2/4a),1,6A,-7.0793,-7.0269,0.0000,0.0000,11.058,11.058,11.058,5C,+0.942
39A,2,7A,-1.7445,3.1704,0.0000,0.0000,19.458,19.458,19.458,7A+,-1.458
N.N. (6b+),1,6B+,-1.9099,-3.7867,0.0000,0.0000,14.766,14.766,14.766,6B+,+0.234
The Real Shield,173,7C,8.5291,-0.7569,0.0000,0.0000,19.910,19.910,19.910,7B,+2.090
crack (sitdown),1,6C,0.6659,3.7807,0.0000,0.0000,20.586,20.586,20.586,7B+,-4.586
N.N. (18c),1,6A,-12.7991,-4.4658,0.0000,0.0000,11.056,11.056,11.056,5C,+0.944
Street mantle,1,7A,-5.5735,1.4585,0.0000,0.0000,17.170,17.170,17.170,6C+,+0.830
La dance des ceps,6,6A,-3.3989,-5.6258,0.0000,0.0000,13.094,13.094,13.094,6A+,-1.094
N.N. (Blocco 12a/Nr. 2),4,6B,-2.9805,1.8531,0.0000,0.0000,18.209,18.209,18.209,7A,-4.209
standing start of fightgame,1,7A+,-1.7129,2.7136,0.0000,0.0000,19.163,19.163,19.163,7A+,-0.163
lancio del nano,29,7A,2.6907,-2.7570,0.0000,0.0000,16.829,16.829,16.829,6C+,+1.171
Silber Arrow,11,7A+,0.9093,-1.5659,0.0000,0.0000,17.091,17.091,17.091,6C+,+1.909
Meeting point,10,7C,2.9625,2.7152,0.0000,0.0000,20.562,20.562,20.562,7B+,+1.438
Zagor,28,6A,-0.1106,-6.1866,0.0000,0.0000,13.703,13.703,13.703,6B,-1.703
autopilot,2,7B+,1.4448,3.1025,0.0000,0.0000,20.367,20.367,20.367,7B,+0.633
Il progioniero di Azkaban,1,6A,-1.6620,-4.9131,0.0000,0.0000,14.089,14.089,14.089,6B,-2.089
right of schwarzes loch,5,7A,-2.2014,0.4796,0.0000,0.0000,17.526,17.526,17.526,7A,+0.474
"N.N. (Masso 6, Boulder 15) ",24,6A,0.1490,-6.0041,0.0000,0.0000,13.903,13.903,13.903,6B,-1.903
HIV,42,7A+,2.3640,-1.0927,0.0000,0.0000,17.842,17.842,17.842,7A,+1.158
N.N. (Blocco 13/3A),1,7B,-2.2093,-3.4876,0.0000,0.0000,14.876,14.876,14.876,6B+,+5.124
Le cadeaux,190,6B+,4.1180,-4.1009,0.0000,0.0000,16.360,16.360,16.360,6C,-1.360
Fat boy,228,7C+,15.2181,0.7678,0.0000,0.0000,22.928,22.928,22.928,7C+,+0.072
Team work in piedi,1,7B,-0.6853,3.5985,0.0000,0.0000,20.060,20.060,20.060,7B,-0.060
Schrotti rechte variante,1,7B+,0.4867,4.4778,0.0000,0.0000,20.998,20.998,20.998,7B+,+0.002
Rabbit,3,7B+,0.7040,3.7920,0.0000,0.0000,20.605,20.605,20.605,7B+,+0.395
sali du,3,8A,-1.6992,2.6620,0.0000,0.0000,19.132,19.132,19.132,7A+,+4.868
Hasta la vista(b),3,4A,-2.8494,-9.4180,0.0000,0.0000,10.728,10.728,10.728,5C,-4.728
Tecno feet,10,6C,-0.5129,0.7154,0.0000,0.0000,18.188,18.188,18.188,7A,-2.188
Volo di Rondine Var. A,8,6A,-2.0306,-4.4634,0.0000,0.0000,14.279,14.279,14.279,6B,-2.279
Bastardo dentro Var. A,2,5A,-2.8297,-2.2367,0.0000,0.0000,15.526,15.526,15.526,6C,-6.526
Vertigo,6,6B+,-2.3159,0.2059,0.0000,0.0000,17.309,17.309,17.309,6C+,-2.309
black rain,4,6C,-1.7833,-4.7367,0.0000,0.0000,14.170,14.170,14.170,6B,+1.830
The Great Shark Hunt stand,1,8A,-5.7907,2.8598,0.0000,0.0000,18.041,18.041,18.041,7A,+5.959
N.N. (masso 10 felt 2),1,6C+,-5.7828,2.8439,0.0000,0.0000,18.032,18.032,18.032,7A,-1.032
la plats plats ver.,1,8A+,1.2558,4.3688,0.0000,0.0000,21.155,21.155,21.155,7B+,+3.845
Rock a billy,30,6B,-0.0916,-4.4061,0.0000,0.0000,14.897,14.897,14.897,6B+,-0.897
28,1,5B,-4.2942,-7.3143,0.0000,0.0000,11.700,11.700,11.700,6A,-1.700
30,2,6A,-3.9292,0.5327,0.0000,0.0000,17.045,17.045,17.045,6C+,-5.045
belmolle,1,6A,-5.1105,-0.2961,0.0000,0.0000,16.138,16.138,16.138,6C,-4.138
The Muppet Show,8,7A,1.8943,-1.6718,0.0000,0.0000,17.315,17.315,17.315,6C+,+0.685
Carepo,1,6C,-1.4237,-3.3208,0.0000,0.0000,15.223,15.223,15.223,6B+,+0.777
Vecchio Leone,122,8B,16.7298,2.1770,0.0000,0.0000,24.321,24.321,24.321,8A,+1.679
secondashance,1,6A,-2.3098,1.3831,0.0000,0.0000,18.096,18.096,18.096,7A,-6.096
Orkitus,1,6A,-2.8878,-3.9271,0.0000,0.0000,14.380,14.380,14.380,6B,-2.380
Toblerone,1,7C,-1.0735,3.4511,0.0000,0.0000,19.846,19.846,19.846,7B,+2.154
Batterie in esaurimento,46,7A+,2.6992,0.5451,0.0000,0.0000,19.035,19.035,19.035,7A+,-0.035
N.N. (right of china girl),1,6A,-4.2490,1.2153,0.0000,0.0000,17.404,17.404,17.404,6C+,-5.404
N.N. 11,1,6B,-2.5373,1.2155,0.0000,0.0000,17.916,17.916,17.916,7A,-3.916
Camel,1,6C,-4.9232,-2.0283,0.0000,0.0000,15.038,15.038,15.038,6B+,+0.962
N.N. (Masso 6/18),1,5B,-4.9814,-1.7452,0.0000,0.0000,15.210,15.210,15.210,6B+,-5.210
N.N. (Blocco 3/3),2,5A,-5.0727,-3.0570,0.0000,0.0000,14.307,14.307,14.307,6B,-5.307
te l'ho rimesso un altra voltra,1,6A+,-5.7600,-3.4049,0.0000,0.0000,13.870,13.870,13.870,6B,-0.870
Morganina,1,7A,-4.9107,-5.1743,0.0000,0.0000,12.943,12.943,12.943,6A+,+5.057
The 13th Floor,12,6C,-1.1188,-1.5264,0.0000,0.0000,16.511,16.511,16.511,6C+,-0.511
Warm Up,30,5C,0.3517,-7.6543,0.0000,0.0000,12.862,12.862,12.862,6A+,-1.862
Traumadienst,78,6A,2.2579,-5.9738,0.0000,0.0000,14.554,14.554,14.554,6B+,-2.554
Cippili merli,17,6A+,-1.8186,-5.1277,0.0000,0.0000,13.899,13.899,13.899,6B,-0.899
Orogel,5,6B,-1.4636,-2.7795,0.0000,0.0000,15.572,15.572,15.572,6C,-1.572
Heart Wind and Fire (right),3,6A+,-4.7565,-3.6278,0.0000,0.0000,14.021,14.021,14.021,6B,-1.021
Happy Mental (standing),1,6A+,-6.0390,0.2362,0.0000,0.0000,16.216,16.216,16.216,6C,-3.216
Sunny Side Up,1,8B+,2.0378,5.7315,0.0000,0.0000,22.298,22.298,22.298,7C,+4.702
blocco15,1,5C,-1.8899,-8.3524,0.0000,0.0000,11.726,11.726,11.726,6A,-0.726
traverse re-left,1,7A+,-4.2505,-1.1121,0.0000,0.0000,15.851,15.851,15.851,6C,+3.149
Perle,7,6B+,-2.4678,-2.5255,0.0000,0.0000,15.441,15.441,15.441,6B+,-0.441
Dropzone Jump,1,7A+,-2.6638,2.7569,0.0000,0.0000,18.907,18.907,18.907,7A+,+0.093
Traverse,7,6B+,-1.3785,-2.6848,0.0000,0.0000,15.661,15.661,15.661,6C,-0.661
Dita sane in corpore sano,14,7A+,1.2349,-3.6525,0.0000,0.0000,15.797,15.797,15.797,6C,+3.203
Ciak si gira,37,7A,2.5169,-0.7848,0.0000,0.0000,18.093,18.093,18.093,7A,-0.093
N.N. (masso 9a/28),1,4A,-3.7674,-8.7634,0.0000,0.0000,10.890,10.890,10.890,5C,-4.890
N.N. (Blocco 13/5),7,5A,-0.9120,-5.6138,0.0000,0.0000,13.846,13.846,13.846,6B,-4.846
Chüngelsprung,1,7B+,-0.3638,3.1039,0.0000,0.0000,19.827,19.827,19.827,7B,+1.173
Officina alkemica,13,6B,-0.7340,-3.8293,0.0000,0.0000,15.090,15.090,15.090,6B+,-1.090
White noise,29,6A+,0.0464,-4.0233,0.0000,0.0000,15.194,15.194,15.194,6B+,-2.194
Clean your own holds,5,6A,-2.0629,-1.4733,0.0000,0.0000,16.264,16.264,16.264,6C,-4.264
Bal extra,4,6A+,-3.7243,-2.7732,0.0000,0.0000,14.900,14.900,14.900,6B+,-1.900
Dropzone-Höhenrausch combi,1,7B+,-1.9104,-2.5359,0.0000,0.0000,15.601,15.601,15.601,6C,+5.399
Linserboulder var,34,7B,3.1281,-0.6243,0.0000,0.0000,18.383,18.383,18.383,7A,+1.617
Dinastia Minch,21,6A+,-1.2161,-3.8195,0.0000,0.0000,14.952,14.952,14.952,6B+,-1.952
Basler Crimperli,4,6B+,-2.6590,-5.7727,0.0000,0.0000,13.217,13.217,13.217,6A+,+1.783
Senza mani,67,6B+,2.3435,-1.6076,0.0000,0.0000,17.493,17.493,17.493,6C+,-2.493
TraverseBrusc.Vunc.,1,7C,-1.2688,2.1671,0.0000,0.0000,18.931,18.931,18.931,7A+,+3.069
rechte Kante,1,6A,-5.7557,-7.6112,0.0000,0.0000,11.064,11.064,11.064,5C,+0.936
a,1,3A,-5.7606,-7.6197,0.0000,0.0000,11.057,11.057,11.057,5C,-8.057
Chan Chan,16,5A,-0.9215,-6.1285,0.0000,0.0000,13.500,13.500,13.500,6A+,-4.500
91 a,5,7A,-0.9095,-3.4002,0.0000,0.0000,15.324,15.324,15.324,6B+,+2.676
158,3,7B,-0.5098,-2.5357,0.0000,0.0000,16.020,16.020,16.020,6C,+3.980
N.N. (Masso 4e5/ Nr. 18),1,6A+,-2.9141,-7.0879,0.0000,0.0000,12.263,12.263,12.263,6A,+0.737
N.N. (Blocco 20b),1,6A,-3.8105,1.1987,0.0000,0.0000,17.524,17.524,17.524,7A,-5.524
N.N. (Blocco 1/ Nr.1),1,6B,-3.8018,1.2034,0.0000,0.0000,17.530,17.530,17.530,7A,-3.530
L'uomo senza ombra,11,7A+,0.7859,1.5108,0.0000,0.0000,19.107,19.107,19.107,7A+,-0.107
Seconda chance,20,6A,-0.2529,-5.6099,0.0000,0.0000,14.045,14.045,14.045,6B,-2.045
King of convinence,5,6A+,-3.3704,-2.0707,0.0000,0.0000,15.475,15.475,15.475,6B+,-2.475
A mal gama,4,6A+,-0.3504,-1.0857,0.0000,0.0000,17.035,17.035,17.035,6C+,-4.035
Angelo da Spoletto(start left),1,6A,-6.6529,0.5898,0.0000,0.0000,16.268,16.268,16.268,6C,-4.268
Megalancio,29,6B,0.6344,-4.1413,0.0000,0.0000,15.291,15.291,15.291,6B+,-1.291
Doctor multifit,54,7B,3.7700,0.1217,0.0000,0.0000,19.073,19.073,19.073,7A+,+0.927
Traversata SD ab Schuppe,2,6C,-5.0132,-1.3292,0.0000,0.0000,15.478,15.478,15.478,6B+,+0.522
Collapse,41,6B,-0.3447,-4.1919,0.0000,0.0000,14.964,14.964,14.964,6B+,-0.964
Le dentiste,8,6A+,-3.3429,-4.4093,0.0000,0.0000,13.922,13.922,13.922,6B,-0.922
Hurlevent,2,6A,-1.8801,-7.1371,0.0000,0.0000,12.540,12.540,12.540,6A+,-0.540
trav rl,1,6A,-6.7881,-0.7950,0.0000,0.0000,15.304,15.304,15.304,6B+,-3.304
Bonito,59,6C+,2.1368,-1.3131,0.0000,0.0000,17.627,17.627,17.627,7A,-0.627
N.N. (Masso 14/ Nr.36a),1,6B,-3.7886,0.9991,0.0000,0.0000,17.398,17.398,17.398,6C+,-3.398
"Hi hi, hä hä, ch ch",1,7A,-12.7798,-4.4585,0.0000,0.0000,11.067,11.067,11.067,5C,+6.933
Monolith,1,7B,-1.0805,3.4546,0.0000,0.0000,19.846,19.846,19.846,7B,+0.154
N.N. (blocco 11a n°3),1,6C,-2.6876,-5.6817,0.0000,0.0000,13.269,13.269,13.269,6A+,+2.731
L'era glaciale,4,6A+,-4.9163,-5.0643,0.0000,0.0000,13.015,13.015,13.015,6A+,-0.015
17 a,1,6A,-12.7785,-4.4595,0.0000,0.0000,11.067,11.067,11.067,5C,+0.933
Vello block,2,6A,-1.4168,3.3904,0.0000,0.0000,19.703,19.703,19.703,7B,-7.703
Schuppenshampoo,59,6C,1.7259,-1.8859,0.0000,0.0000,17.122,17.122,17.122,6C+,-1.122
N.N. (left of cubitus),1,6B+,-3.1076,0.2809,0.0000,0.0000,17.122,17.122,17.122,6C+,-2.122
Alinghi,90,6C,4.9784,-2.4154,0.0000,0.0000,17.742,17.742,17.742,7A,-1.742
Boogalagga,97,8B,14.3782,2.8072,0.0000,0.0000,24.038,24.038,24.038,8A,+1.962
Baked Potato,40,6C,1.0750,-3.5513,0.0000,0.0000,15.816,15.816,15.816,6C,+0.184
L'aggiotaggio,18,6C,-0.0355,-2.3600,0.0000,0.0000,16.279,16.279,16.279,6C,-0.279
placca pulacca,1,3A,-4.8315,-7.0885,0.0000,0.0000,11.689,11.689,11.689,6A,-8.689
N.N. (Blocco 19 / 1a),10,6A+,-1.7986,-5.3985,0.0000,0.0000,13.724,13.724,13.724,6B,-0.724
Terminal 1,16,6B,-1.0458,-2.9247,0.0000,0.0000,15.600,15.600,15.600,6C,-1.600
Pepita,27,6A+,0.1197,-5.7064,0.0000,0.0000,14.093,14.093,14.093,6B,-1.093
Offene Türe,45,6B+,0.8715,-2.6963,0.0000,0.0000,16.326,16.326,16.326,6C,-1.326
Ram Jam,23,6A,-0.3397,-4.7717,0.0000,0.0000,14.579,14.579,14.579,6B+,-2.579
N.N. (Blocco 14A-3),1,5C,-7.1743,-6.9441,0.0000,0.0000,11.085,11.085,11.085,5C,-0.085
Wand flash,1,6A,-2.1459,-7.3456,0.0000,0.0000,12.321,12.321,12.321,6A,-0.321
N.N. (Blocco 11),1,6C,-0.0581,4.3539,0.0000,0.0000,20.752,20.752,20.752,7B+,-4.752
Left to doigts verts,1,7A+,-5.0733,-5.0605,0.0000,0.0000,12.970,12.970,12.970,6A+,+6.030
7b Blocco 21 (right of see leunch),1,7B,-2.1859,3.0711,0.0000,0.0000,19.260,19.260,19.260,7A+,+0.740
15 b,1,6B+,-12.7942,-4.4697,0.0000,0.0000,11.055,11.055,11.055,5C,+3.945
Mollogh,1,7C,0.8484,3.2747,0.0000,0.0000,20.303,20.303,20.303,7B,+1.697
N.N. (left of weather cannel),1,6A,-3.1481,0.2357,0.0000,0.0000,17.080,17.080,17.080,6C+,-5.080
Royal with cheese,20,7A+,2.0987,-1.2520,0.0000,0.0000,17.657,17.657,17.657,7A,+1.343
Switcher,19,6C,-0.3627,-4.3502,0.0000,0.0000,14.853,14.853,14.853,6B+,+1.147
Placebo,8,8A,1.7096,0.3969,0.0000,0.0000,18.640,18.640,18.640,7A+,+5.360
"N.N. 1 (B 1,O 9)",1,6B,-3.1044,0.7668,0.0000,0.0000,17.447,17.447,17.447,6C+,-3.447
highball jump thing,2,8A+,3.3753,5.0736,0.0000,0.0000,22.259,22.259,22.259,7C,+2.741
servaggina da pelo,1,4A,-4.8203,-7.1132,0.0000,0.0000,11.676,11.676,11.676,6A,-5.676
koga1,1,4A,-3.6985,-1.2793,0.0000,0.0000,15.904,15.904,15.904,6C,-9.904
Son of a nun,1,7A,-2.5486,2.7676,0.0000,0.0000,18.949,18.949,18.949,7A+,-0.949
N.N. (Blocco 16b / 6),6,6B,-4.0982,-4.7676,0.0000,0.0000,13.457,13.457,13.457,6A+,+0.543
Zigulí,3,4A,-2.5089,-6.3212,0.0000,0.0000,12.896,12.896,12.896,6A+,-6.896
Car Pool,37,7A+,6.0458,-0.1883,0.0000,0.0000,19.547,19.547,19.547,7B,-0.547
Parkinson,13,7A,1.2134,-2.6540,0.0000,0.0000,16.456,16.456,16.456,6C,+1.544
Megatrends,41,6B+,0.8118,-3.4693,0.0000,0.0000,15.792,15.792,15.792,6C,-0.792
Good Humidity,1,6B+,-2.1152,1.6342,0.0000,0.0000,18.322,18.322,18.322,7A,-3.322
Suisse Cross,1,6B+,-1.9776,1.4208,0.0000,0.0000,18.221,18.221,18.221,7A,-3.221
Underdog,1,6B,-2.0407,1.3443,0.0000,0.0000,18.151,18.151,18.151,7A,-4.151
vaca loca sit-start,1,7C+,-3.4762,0.9597,0.0000,0.0000,17.465,17.465,17.465,6C+,+5.535
Painful Case,17,6C+,0.3761,-2.4080,0.0000,0.0000,16.370,16.370,16.370,6C,+0.630
Touareg,9,6A,-3.2261,-4.3982,0.0000,0.0000,13.965,13.965,13.965,6B,-1.965
bosna spezial,1,7A,-2.2137,-5.0845,0.0000,0.0000,13.810,13.810,13.810,6B,+4.190
piranja direct,3,7A+,0.6025,3.9725,0.0000,0.0000,20.695,20.695,20.695,7B+,-1.695
Klammeräffchen,1,6A,-1.8380,2.4948,0.0000,0.0000,18.979,18.979,18.979,7A+,-6.979
N.N. (Block 9d),2,7A,0.8844,-3.3526,0.0000,0.0000,15.892,15.892,15.892,6C,+2.108
N.N. (Block 9d),1,7A,1.3934,2.3340,0.0000,0.0000,19.838,19.838,19.838,7B,-1.838
"N.N. 4 (B1a, O5)",1,6C+,-3.0650,0.4138,0.0000,0.0000,17.224,17.224,17.224,6C+,-0.224
Shockwave,7,6B,-1.8584,0.1929,0.0000,0.0000,17.437,17.437,17.437,6C+,-3.437
Shadowfax,41,8B,12.0762,3.3229,0.0000,0.0000,23.693,23.693,23.693,8A,+2.307
Mary Poppins,4,7C,-0.3365,2.1454,0.0000,0.0000,19.195,19.195,19.195,7A+,+2.805
Black Jack,65,6C+,1.8706,-2.1683,0.0000,0.0000,16.977,16.977,16.977,6C+,+0.023
Zapotek,3,7B,-2.0646,1.4256,0.0000,0.0000,18.198,18.198,18.198,7A,+1.802
Smooth Operator,27,6B+,0.3386,-5.1538,0.0000,0.0000,14.527,14.527,14.527,6B+,+0.473
Stuka,24,7A+,0.8884,-1.7064,0.0000,0.0000,16.991,16.991,16.991,6C+,+2.009
El Paso,9,6B,-1.8328,-3.0007,0.0000,0.0000,15.314,15.314,15.314,6B+,-1.314
Corn flakes,9,6C,-1.4575,0.2284,0.0000,0.0000,17.581,17.581,17.581,7A,-1.581
N.N. (Bl.35bN°4),1,6B+,-6.6716,0.6109,0.0000,0.0000,16.276,16.276,16.276,6C,-1.276
Galileo bis,236,6A,3.9230,-7.1796,0.0000,0.0000,14.247,14.247,14.247,6B,-2.247
Philoxenia,2,6A+,-4.7988,-3.3685,0.0000,0.0000,14.181,14.181,14.181,6B,-1.181
N.N. (Masso 24a - 71),1,6C,-1.7388,-6.3233,0.0000,0.0000,13.125,13.125,13.125,6A+,+2.875
Bushmils,5,6A+,-2.6955,-3.5795,0.0000,0.0000,14.670,14.670,14.670,6B+,-1.670
N.N. (wildrose),1,6B+,-14.6715,-4.0333,0.0000,0.0000,10.785,10.785,10.785,5C,+4.215
Masso5b/3,1,4A,-2.3824,1.4884,0.0000,0.0000,18.145,18.145,18.145,7A,-12.145
N.N. (Masso 17-Blocco 37),1,6A+,-8.0205,-0.2288,0.0000,0.0000,15.313,15.313,15.313,6B+,-2.313
sva FA,1,6C+,-5.7526,-3.3998,0.0000,0.0000,13.875,13.875,13.875,6B,+3.125
felt 3 bulder 7,1,7A,-5.7883,2.8415,0.0000,0.0000,18.029,18.029,18.029,7A,-0.029
Aktifit right,160,7B,5.1181,-1.1716,0.0000,0.0000,18.613,18.613,18.613,7A+,+1.387
