name,ascents,grade,popularity,elo,elo_std,pop_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
Movimento poco lento,1,7A,-3.7178,1.2652,0.0000,0.0000,17.597,17.597,17.597,7A,+0.403
Julian,62,6C,2.9050,-3.3508,0.0000,0.0000,16.497,16.497,16.497,6C,-0.497
N.N. (Left of Micro Nico),1,6A+,-3.5539,-4.4883,0.0000,0.0000,13.807,13.807,13.807,6B,-0.807
Left of Carepe,5,6B,-2.0506,-0.1491,0.0000,0.0000,17.152,17.152,17.152,6C+,-3.152
N.N. (Block 12 Nr.1),4,6A,-0.0523,-5.3939,0.0000,0.0000,14.250,14.250,14.250,6B,-2.250
N.N. (Left of Dessert),1,6C,-3.8889,2.4646,0.0000,0.0000,18.346,18.346,18.346,7A,-2.346
N.N. (Left of Norfolk),1,6B,-3.8932,2.4645,0.0000,0.0000,18.344,18.344,18.344,7A,-4.344
N.N. (Left of Galileo Bis),2,6B+,-1.2407,-9.3124,0.0000,0.0000,11.280,11.280,11.280,5C,+3.720
N.N. (Left of Micro Nico Var),1,6A+,-3.8699,2.3824,0.0000,0.0000,18.296,18.296,18.296,7A,-5.296
Letamaio No16,2,6A+,-2.2246,4.2363,0.0000,0.0000,20.026,20.026,20.026,7B,-7.026
Star Trik,30,6B,0.7723,-5.5113,0.0000,0.0000,14.418,14.418,14.418,6B,-0.418
Slopey Traverse,1,7B+,-0.7881,2.7317,0.0000,0.0000,19.451,19.451,19.451,7A+,+1.549
30a,1,4A,-5.7580,-7.6051,0.0000,0.0000,11.068,11.068,11.068,5C,-5.068
Mario Corner,1,7A,-8.7894,0.4863,0.0000,0.0000,15.560,15.560,15.560,6C,+2.440
Junglebook variant,1,7C+,-2.3626,3.8206,0.0000,0.0000,19.707,19.707,19.707,7B,+3.293
heliosphan,5,6C,-2.0322,-2.0638,0.0000,0.0000,15.879,15.879,15.879,6C,+0.121
Flat Screen,2,7B,3.2865,4.5837,0.0000,0.0000,21.906,21.906,21.906,7C,-1.906
La rivincita dei Ticinesi,10,6C,-1.1390,-2.1417,0.0000,0.0000,16.095,16.095,16.095,6C,-0.095
clip clap,1,7C,1.0124,4.5328,0.0000,0.0000,21.192,21.192,21.192,7B+,+0.808
Como me pongo,4,6C,-0.6203,-4.1285,0.0000,0.0000,14.924,14.924,14.924,6B+,+1.076
Swissmoos,1,7A,-0.4666,2.6373,0.0000,0.0000,19.484,19.484,19.484,7A+,-1.484
Steini Christmas,5,8A,2.2607,1.2726,0.0000,0.0000,19.390,19.390,19.390,7A+,+4.610
Swiss Corner (assis),4,7C,0.2297,2.7922,0.0000,0.0000,19.796,19.796,19.796,7B,+2.204
# 24a SD,1,6A+,-3.7575,-8.2166,0.0000,0.0000,11.258,11.258,11.258,5C,+1.742
Flash Gordon,51,6B,1.7603,-4.2179,0.0000,0.0000,15.576,15.576,15.576,6C,-1.576
N.N. 1,8,6C,-1.6937,-1.4210,0.0000,0.0000,16.410,16.410,16.410,6C,-0.410
N.N. (on Block 8),1,6A,-4.1414,-2.7059,0.0000,0.0000,14.820,14.820,14.820,6B+,-2.820
N.N. (6a highball),1,6A,-13.8680,-8.2514,0.0000,0.0000,8.211,8.211,8.211,4C,+3.789
"N.N. (Blocco 6, No 2)",1,6A+,-3.4711,-7.4786,0.0000,0.0000,11.836,11.836,11.836,6A,+1.164
Nana Bianca Stand,2,7C+,-1.6173,3.9387,0.0000,0.0000,20.009,20.009,20.009,7B,+2.991
Falco pellegrino,10,6C,-1.6809,-3.8916,0.0000,0.0000,14.765,14.765,14.765,6B+,+1.235
Bye Bye Baby (stehend),1,6B,-3.0413,-4.7727,0.0000,0.0000,13.770,13.770,13.770,6B,+0.230
Operatore ecologico,41,6B,0.9878,-1.2633,0.0000,0.0000,17.317,17.317,17.317,6C+,-3.317
Robin,12,7C+,3.4740,1.3786,0.0000,0.0000,19.823,19.823,19.823,7B,+3.177
N.n. (Block 22),2,6C+,-1.5774,-0.9044,0.0000,0.0000,16.789,16.789,16.789,6C+,+0.211
N.N. (Bloc 1a Nr 3),1,6A+,-5.7027,-1.9901,0.0000,0.0000,14.831,14.831,14.831,6B+,-1.831
Fauna Flash Direct,3,7A,-3.7167,1.3760,0.0000,0.0000,17.671,17.671,17.671,7A,+0.329
Intermezzo II,2,7B+,-2.0363,1.8039,0.0000,0.0000,18.459,18.459,18.459,7A,+2.541
N.N. (Block 15 Nr.5),3,5B,-2.4424,-5.5277,0.0000,0.0000,13.445,13.445,13.445,6A+,-3.445
"N.N. (Blocco 40a, 4)",1,6A+,-3.5839,-0.6570,0.0000,0.0000,16.354,16.354,16.354,6C,-3.354
N.N. (Block 15 Nr.6),3,5A,-1.3935,-10.0391,0.0000,0.0000,10.749,10.749,10.749,5C,-1.749
Big Calm,5,6B,-2.7349,-0.4543,0.0000,0.0000,16.743,16.743,16.743,6C+,-2.743
N.N. (Block 17 Nr.5),3,5B,-2.4413,-5.5305,0.0000,0.0000,13.444,13.444,13.444,6A+,-3.444
Dalia nera,20,6A,-1.1477,-4.8500,0.0000,0.0000,14.285,14.285,14.285,6B,-2.285
Mutatis mutandis,5,4A,-3.5280,-3.2241,0.0000,0.0000,14.658,14.658,14.658,6B+,-8.658
second left of franks wild years,1,6C,-4.2787,1.6764,0.0000,0.0000,17.703,17.703,17.703,7A,-1.703
"Blocco n.29, Masso 9b",1,6A,-8.0202,-0.2259,0.0000,0.0000,15.315,15.315,15.315,6B+,-3.315
4 B,1,6A,-5.7280,-2.1267,0.0000,0.0000,14.732,14.732,14.732,6B+,-2.732
16,1,6A,-2.1075,1.2168,0.0000,0.0000,18.046,18.046,18.046,7A,-6.046
mona,1,6A+,-3.7953,-5.5793,0.0000,0.0000,13.006,13.006,13.006,6A+,-0.006
Die Bazillen vom Frankenjura,1,7A+,-9.2922,0.5994,0.0000,0.0000,15.485,15.485,15.485,6B+,+3.515
Night Express,3,6C,-0.7140,-1.9611,0.0000,0.0000,16.342,16.342,16.342,6C,-0.342
Pixel-Mantle,1,6B,-1.7177,1.5336,0.0000,0.0000,18.374,18.374,18.374,7A,-4.374
Depilazione spinta,12,6B,-1.2958,-2.5734,0.0000,0.0000,15.760,15.760,15.760,6C,-1.760
Lascia chesia,1,7A,-8.4240,-6.1032,0.0000,0.0000,11.272,11.272,11.272,5C,+6.728
Danza del ventre,1,6B+,-3.5633,2.3878,0.0000,0.0000,18.392,18.392,18.392,7A,-3.392
9369,1,7A,-8.7935,0.4816,0.0000,0.0000,15.556,15.556,15.556,6C,+2.444
Hardcore Gras,1,7A,-9.2987,0.6053,0.0000,0.0000,15.487,15.487,15.487,6B+,+2.513
Torwächter links,1,7A+,-9.2931,0.6053,0.0000,0.0000,15.489,15.489,15.489,6B+,+3.511
N.N. 34,1,6B,-3.8983,-1.7002,0.0000,0.0000,15.564,15.564,15.564,6C,-1.564
Tessinogramm,1,7A,-9.2993,0.6054,0.0000,0.0000,15.487,15.487,15.487,6B+,+2.513
N.N. 34,1,6A+,-3.9708,-1.7169,0.0000,0.0000,15.531,15.531,15.531,6C,-2.531
N.N. (3a),1,6B+,-3.9641,-1.7110,0.0000,0.0000,15.537,15.537,15.537,6C,-0.537
N.N. 1,2,6A+,-3.6289,-1.8613,0.0000,0.0000,15.537,15.537,15.537,6C,-2.537
Böllerhur,4,7A,2.1494,-0.0853,0.0000,0.0000,18.450,18.450,18.450,7A,-0.450
guido de palo,5,6B+,-2.5936,-1.2699,0.0000,0.0000,16.241,16.241,16.241,6C,-1.241
Bodycheck,7,6C,-1.1458,-1.2326,0.0000,0.0000,16.699,16.699,16.699,6C+,-0.699
No pain no gain,2,7B+,-0.3003,1.1646,0.0000,0.0000,18.552,18.552,18.552,7A+,+2.448
N.N. 12,1,6B,-3.9640,-1.7176,0.0000,0.0000,15.533,15.533,15.533,6C,-1.533
Kawasaki 7.5,1,6A+,-4.0985,-1.4977,0.0000,0.0000,15.639,15.639,15.639,6C,-2.639
N.N. 20,2,6A,-7.0622,-7.7813,0.0000,0.0000,10.560,10.560,10.560,5C,+1.440
Pussy Cat,3,6C+,-3.5506,-3.8595,0.0000,0.0000,14.227,14.227,14.227,6B,+2.773
Riverblade,1,7B,-9.3021,0.6043,0.0000,0.0000,15.485,15.485,15.485,6B+,+4.515
left from Coma nein,1,5A,-4.8252,-7.0911,0.0000,0.0000,11.690,11.690,11.690,6A,-2.690
"N.N. (Masso 17c, blocco 7)",1,6B+,-8.2357,-0.7935,0.0000,0.0000,14.872,14.872,14.872,6B+,+0.128
N.N. (Masso 4),1,7A,-0.7429,2.7170,0.0000,0.0000,19.455,19.455,19.455,7A+,-1.455
N.N. (masso 24a),1,6C,-1.2692,3.1250,0.0000,0.0000,19.570,19.570,19.570,7B,-3.570
Happy tree friends,12,7A,-0.2754,-1.2595,0.0000,0.0000,16.942,16.942,16.942,6C+,+1.058
Cyber cafè,4,7A,-1.5991,-2.2934,0.0000,0.0000,15.856,15.856,15.856,6C,+2.144
Fairplay,67,7C,5.3766,-0.3726,0.0000,0.0000,19.224,19.224,19.224,7A+,+2.776
N.N. (masso 4 7),1,6B+,-3.4548,-4.9531,0.0000,0.0000,13.526,13.526,13.526,6B,+1.474
N.N. (masso 14 36),1,6B+,-3.4521,-4.9096,0.0000,0.0000,13.556,13.556,13.556,6B,+1.444
Ziegenbock,1,7A,-9.3110,0.6182,0.0000,0.0000,15.492,15.492,15.492,6B+,+2.508
Low Purity deep,2,7C,0.3977,0.4752,0.0000,0.0000,18.300,18.300,18.300,7A,+3.700
Bananasplat,1,5C,-3.7818,-5.0586,0.0000,0.0000,13.358,13.358,13.358,6A+,-2.358
Mini Wall,5,5C,-2.2908,-4.5441,0.0000,0.0000,14.147,14.147,14.147,6B,-3.147
N.N. (Blocco 2),1,5A,-3.5054,0.7051,0.0000,0.0000,17.286,17.286,17.286,6C+,-8.286
N.N. (Blocco 4b),1,6A+,-3.5661,0.5790,0.0000,0.0000,17.184,17.184,17.184,6C+,-4.184
f,1,6A,-2.6317,2.0219,0.0000,0.0000,18.426,18.426,18.426,7A,-6.426
saludos amigos,4,7B+,-0.4547,2.7003,0.0000,0.0000,19.530,19.530,19.530,7B,+1.470
B,3,6A,-2.6838,-2.3808,0.0000,0.0000,15.473,15.473,15.473,6B+,-3.473
19 a sit,1,7A,-5.3670,-5.9006,0.0000,0.0000,12.322,12.322,12.322,6A,+5.678
N.N. (Boulder 4b Bloc 2),2,6A+,-4.5431,-8.9349,0.0000,0.0000,10.544,10.544,10.544,5C,+2.456
super size me left,1,7C,0.7998,5.1190,0.0000,0.0000,21.519,21.519,21.519,7C,+0.481
dach,1,6B,-4.1161,-1.1997,0.0000,0.0000,15.833,15.833,15.833,6C,-1.833
guate griff u wiete züg,1,6B,-2.6510,-9.7370,0.0000,0.0000,10.574,10.574,10.574,5C,+3.426
Right arete,5,5A,-2.4396,-5.9832,0.0000,0.0000,13.142,13.142,13.142,6A+,-4.142
N.N. (Boulder 1.a Panoramico),1,6B,1.6912,10.6342,0.0000,0.0000,25.466,25.466,25.466,8A+,-11.466
LEft from Jim's nook...,2,6B,-2.9520,-0.1477,0.0000,0.0000,16.883,16.883,16.883,6C+,-2.883
right from San Pedro,1,5C,-5.8176,0.1925,0.0000,0.0000,16.253,16.253,16.253,6C,-5.253
L'acquario,2,7B+,-0.1571,3.5714,0.0000,0.0000,20.200,20.200,20.200,7B,+0.800
problem 1 on bloc 8,1,6B,-2.4115,-4.4076,0.0000,0.0000,14.202,14.202,14.202,6B,-0.202
dynamic problem,1,7B+,-1.1259,3.6489,0.0000,0.0000,19.962,19.962,19.962,7B,+1.038
Freccia tricolore - topout,1,6A,-2.5288,-7.8777,0.0000,0.0000,11.852,11.852,11.852,6A,+0.148
problem 17 on bloc 5,2,6C,-1.8092,2.0334,0.0000,0.0000,18.680,18.680,18.680,7A+,-2.680
Round mantle,17,6A+,-0.0766,-5.9269,0.0000,0.0000,13.887,13.887,13.887,6B,-0.887
Left arrete,4,6C+,-0.3623,-1.5240,0.0000,0.0000,16.739,16.739,16.739,6C+,+0.261
Particelle elementari,90,7A,3.1819,-0.1986,0.0000,0.0000,18.683,18.683,18.683,7A+,-0.683
Brice glace,1,6B,-3.3136,1.8458,0.0000,0.0000,18.105,18.105,18.105,7A,-4.105
Schlonziges Wiener Schmankerl,133,8A,10.8067,1.1643,0.0000,0.0000,21.873,21.873,21.873,7C,+2.127
Guardie e ladri,11,6B,-2.1001,-3.1657,0.0000,0.0000,15.124,15.124,15.124,6B+,-1.124
231,1,6A+,-4.9573,-1.2661,0.0000,0.0000,15.537,15.537,15.537,6C,-2.537
The shield 2.0,7,8A,5.5233,2.5486,0.0000,0.0000,21.217,21.217,21.217,7B+,+2.783
N.N. (masso 4 nr 9),1,6C,-11.4229,-4.6371,0.0000,0.0000,11.354,11.354,11.354,5C,+4.646
Mätteli trav's,11,6B,2.2308,-1.4492,0.0000,0.0000,17.565,17.565,17.565,7A,-3.565
Super Green Reflection,5,7A,-0.7923,-1.4743,0.0000,0.0000,16.644,16.644,16.644,6C+,+1.356
Spokoj grabaza,1,6C+,-2.6436,2.4016,0.0000,0.0000,18.676,18.676,18.676,7A+,-1.676
Cristales,2,7C,-2.5650,-2.3903,0.0000,0.0000,15.502,15.502,15.502,6C,+6.498
hegeltrauma,2,7B,-3.0314,-2.7301,0.0000,0.0000,15.136,15.136,15.136,6B+,+4.864
1a Kamel,1,6C,-5.7188,-0.0519,0.0000,0.0000,16.119,16.119,16.119,6C,-0.119
...(enigma),1,6A,-3.1926,-7.4746,0.0000,0.0000,11.922,11.922,11.922,6A,+0.078
Final Cut,1,7C+,-5.2773,2.7955,0.0000,0.0000,18.151,18.151,18.151,7A,+4.849
Frankenstein,1,7C+,-4.5890,2.5617,0.0000,0.0000,18.201,18.201,18.201,7A,+4.799
Hard Times,2,7C+,1.6438,4.5851,0.0000,0.0000,21.415,21.415,21.415,7B+,+1.585
Sweeney Todd,2,7C,-0.8868,4.0305,0.0000,0.0000,20.288,20.288,20.288,7B,+1.712
7 (Masso 2),1,6B,-3.6754,-0.4730,0.0000,0.0000,16.449,16.449,16.449,6C,-2.449
1 ...,2,6A+,-4.2920,-2.4481,0.0000,0.0000,14.947,14.947,14.947,6B+,-1.947
N.N. (masso 2 nr 9),1,6B,-11.4202,-4.6357,0.0000,0.0000,11.355,11.355,11.355,5C,+2.645
N.N. (masso 23 nr 48),1,6B+,-11.3622,-4.6119,0.0000,0.0000,11.389,11.389,11.389,5C,+3.611
n.n. (nebn blue sky of mine),1,6C,-4.3537,-0.9409,0.0000,0.0000,15.934,15.934,15.934,6C,+0.066
La Bourne Delux,1,7B,-2.5349,2.6274,0.0000,0.0000,18.859,18.859,18.859,7A+,+1.141
Hairy Crack,1,7A,-2.5462,2.6377,0.0000,0.0000,18.863,18.863,18.863,7A+,-0.863
N.N. (fessura by Ueli),1,7C+,1.2542,4.6697,0.0000,0.0000,21.355,21.355,21.355,7B+,+1.645
Super corner,1,6C,-3.8099,-0.8359,0.0000,0.0000,16.167,16.167,16.167,6C,-0.167
7 of 9,3,6B+,-1.5910,-5.5428,0.0000,0.0000,13.690,13.690,13.690,6B,+1.310
Safari,1,7B,-2.6510,2.4091,0.0000,0.0000,18.679,18.679,18.679,7A+,+1.321
Right Arate,1,6C,-1.4665,-9.6223,0.0000,0.0000,11.005,11.005,11.005,5C,+4.995
Satyricon,1,6A+,-1.9185,2.5337,0.0000,0.0000,18.981,18.981,18.981,7A+,-5.981
Lezione di stile,12,6C,-0.8708,-2.6542,0.0000,0.0000,15.833,15.833,15.833,6C,+0.167
River Side,4,6B,1.3352,0.9058,0.0000,0.0000,18.868,18.868,18.868,7A+,-4.868
Wolfenstein,6,7B+,-0.6593,1.9560,0.0000,0.0000,18.972,18.972,18.972,7A+,+2.028
Pane e Cioccolato,12,7B,3.9279,-1.5033,0.0000,0.0000,18.036,18.036,18.036,7A,+1.964
dreamtime stand reclimbed,1,8A+,0.7915,4.9950,0.0000,0.0000,21.434,21.434,21.434,7B+,+3.566
Tannenbaum,46,6C,1.3639,-2.9829,0.0000,0.0000,16.282,16.282,16.282,6C,-0.282
22a,4,6A+,-2.8136,-5.9943,0.0000,0.0000,13.023,13.023,13.023,6A+,-0.023
N.N. (Boulder 65'),1,6B,-4.1449,-1.6903,0.0000,0.0000,15.497,15.497,15.497,6B+,-1.497
N.N. (Block 40a),2,6B,-3.1870,-2.7601,0.0000,0.0000,15.069,15.069,15.069,6B+,-1.069
Aquaman,8,8A,3.6734,3.9025,0.0000,0.0000,21.567,21.567,21.567,7C,+2.433
Supergnolla,2,6C+,-4.0090,-3.4639,0.0000,0.0000,14.354,14.354,14.354,6B,+2.646
Basier Lekerli,3,5C,-2.6888,-1.2214,0.0000,0.0000,16.245,16.245,16.245,6C,-5.245
Glaub ans Glück,1,7A+,-1.4055,3.4704,0.0000,0.0000,19.760,19.760,19.760,7B,-0.760
11d,1,7B,-0.7206,4.3625,0.0000,0.0000,20.560,20.560,20.560,7B+,-0.560
Junglebook Stand,1,7C+,-2.1217,2.3386,0.0000,0.0000,18.790,18.790,18.790,7A+,+4.210
"Blocco n.69, Masso 24a",1,5C,-8.0176,-0.2251,0.0000,0.0000,15.316,15.316,15.316,6B+,-4.316
37 /masso 17,1,6A+,-2.3745,-7.3155,0.0000,0.0000,12.273,12.273,12.273,6A,+0.727
N.N. (Block 9 Nr.5),1,5B,-3.0541,0.8606,0.0000,0.0000,17.525,17.525,17.525,7A,-7.525
N.N. (Block 10 Nr.4),1,5B,-3.0540,0.8599,0.0000,0.0000,17.525,17.525,17.525,7A,-7.525
N.N. (Block 10 Nr.3),2,6B,-0.0954,-0.5997,0.0000,0.0000,17.436,17.436,17.436,6C+,-3.436
Chymai,2,6C+,-1.9282,1.2421,0.0000,0.0000,18.116,18.116,18.116,7A,-1.116
37.17,1,6A+,-3.1473,-7.1211,0.0000,0.0000,12.171,12.171,12.171,6A,+0.829
Eiskalt,18,7B+,2.4630,-0.5680,0.0000,0.0000,18.222,18.222,18.222,7A,+2.778
N.N. (Block 17),2,6C+,1.5917,-1.4388,0.0000,0.0000,17.380,17.380,17.380,6C+,-0.380
sanza nome,1,6C,-1.8176,2.4070,0.0000,0.0000,18.927,18.927,18.927,7A+,-2.927
gatto di pallas,2,4A,-3.3918,-7.9712,0.0000,0.0000,11.531,11.531,11.531,6A,-5.531
Tea Finger- Direct,1,7B,-5.0124,7.8811,0.0000,0.0000,21.624,21.624,21.624,7C,-1.624
B15a,2,7A+,-0.4034,0.1791,0.0000,0.0000,17.863,17.863,17.863,7A,+1.137
"N.N. (Masso 19, blocco 1a)",11,6A,-0.9996,-7.2851,0.0000,0.0000,12.704,12.704,12.704,6A+,-0.704
venstre for eyorjoi,1,6A,-3.6621,-4.6193,0.0000,0.0000,13.687,13.687,13.687,6B,-1.687
N.D.,1,7A+,-2.0319,1.9822,0.0000,0.0000,18.579,18.579,18.579,7A+,+0.421
Arrète,1,6C+,-2.4885,-6.7624,0.0000,0.0000,12.608,12.608,12.608,6A+,+4.392
Tea Finger,15,7B+,1.5312,-0.7101,0.0000,0.0000,17.848,17.848,17.848,7A,+3.152
sec 27 bloc 6 p2,1,7C+,-5.7911,2.8570,0.0000,0.0000,18.038,18.038,18.038,7A,+4.962
N.N. (Block 7),1,7C,-2.6289,0.2558,0.0000,0.0000,17.249,17.249,17.249,6C+,+4.751
N.N. (Bloc 8),1,6B,-4.1062,-2.5172,0.0000,0.0000,14.957,14.957,14.957,6B+,-0.957
N.N. (Bloc 1),1,6B,-4.1086,-2.5621,0.0000,0.0000,14.926,14.926,14.926,6B+,-0.926
strane tendenze,1,7B+,-5.8039,2.8651,0.0000,0.0000,18.040,18.040,18.040,7A,+2.960
sit til sec15b7,1,7A,-5.8069,-3.3479,0.0000,0.0000,13.894,13.894,13.894,6B,+4.106
sec 21 bloc 7b pr 7,1,7A,-5.7963,2.8585,0.0000,0.0000,18.038,18.038,18.038,7A,-0.038
sec 27 b2,1,7A,-5.7570,-3.4042,0.0000,0.0000,13.871,13.871,13.871,6B,+4.129
Duda,34,6A,0.5349,-6.6041,0.0000,0.0000,13.618,13.618,13.618,6B,-1.618
N.N. (Block 18 Nr4),3,6C,-0.3401,-1.6820,0.0000,0.0000,16.640,16.640,16.640,6C+,-0.640
Pro Touch,25,8B,7.8292,2.5148,0.0000,0.0000,21.884,21.884,21.884,7C,+4.116
D - Day,1,7A+,-5.2579,2.7814,0.0000,0.0000,18.148,18.148,18.148,7A,+0.852
Octoberfest,4,6A+,-3.8974,-3.0814,0.0000,0.0000,14.643,14.643,14.643,6B+,-1.643
B7 n°1,1,5B,-5.4742,-8.0642,0.0000,0.0000,10.846,10.846,10.846,5C,-0.846
B7 n°3,1,5B,-5.5032,-7.8947,0.0000,0.0000,10.951,10.951,10.951,5C,-0.951
N.N. (Blocco 35 Boulder 5),6,6A+,-3.2244,-4.5522,0.0000,0.0000,13.862,13.862,13.862,6B,-0.862
Vaffa day,3,6C,-2.5667,0.7441,0.0000,0.0000,17.593,17.593,17.593,7A,-1.593
"N.N. (Blocco 6, nr. 4)",1,6A,-3.7229,-9.2019,0.0000,0.0000,10.611,10.611,10.611,5C,+1.389
La Buillabasse,1,7A+,-2.2703,0.9205,0.0000,0.0000,17.799,17.799,17.799,7A,+1.201
N.N. 8 (b),1,6A,0.5832,5.5174,0.0000,0.0000,21.720,21.720,21.720,7C,-9.720
Dog Face,3,5A,-6.6213,-1.1586,0.0000,0.0000,15.111,15.111,15.111,6B+,-6.111
N.N. 209,1,6B,-2.6229,1.6522,0.0000,0.0000,18.182,18.182,18.182,7A,-4.182
Valentine's gay,1,6C,-2.6224,1.6697,0.0000,0.0000,18.194,18.194,18.194,7A,-2.194
H22?,1,7B+,-6.5725,1.3621,0.0000,0.0000,16.807,16.807,16.807,6C+,+4.193
Pixel - topout,1,6B,-3.7050,0.3588,0.0000,0.0000,16.996,16.996,16.996,6C+,-2.996
stressman dir.,1,7A+,-6.1334,0.8395,0.0000,0.0000,16.590,16.590,16.590,6C+,+2.410
haupt 23 a,1,7A+,-6.1277,0.8382,0.0000,0.0000,16.591,16.591,16.591,6C+,+2.409
beach 16 b,1,7A+,-6.1307,0.8496,0.0000,0.0000,16.598,16.598,16.598,6C+,+2.402
Coperton lady,6,6B+,-3.6533,-2.5836,0.0000,0.0000,15.048,15.048,15.048,6B+,-0.048
N.N. (Block 18 Nr.5),5,6C,-1.4280,-1.1535,0.0000,0.0000,16.668,16.668,16.668,6C+,-0.668
swiss 5b,1,7A+,-6.1258,0.8374,0.0000,0.0000,16.591,16.591,16.591,6C+,+2.409
mitte 56 a,3,7B,-2.4526,-5.1444,0.0000,0.0000,13.698,13.698,13.698,6B,+6.302
N.N. 2,1,6B,-4.0949,-1.4982,0.0000,0.0000,15.640,15.640,15.640,6C,-1.640
Schillenstein,4,6B,-2.7660,-6.2095,0.0000,0.0000,12.894,12.894,12.894,6A+,+1.106
Adrea Bocelli,4,6C,-1.9003,3.5738,0.0000,0.0000,19.681,19.681,19.681,7B,-3.681
Vaffa un mental,1,7A+,-1.0869,-5.4220,0.0000,0.0000,13.921,13.921,13.921,6B,+5.079
"via 4A, bloc 14b",2,6C,-0.3204,2.7998,0.0000,0.0000,19.637,19.637,19.637,7B,-3.637
"via 2, masso 1",1,6B+,-4.2728,1.8438,0.0000,0.0000,17.817,17.817,17.817,7A,-2.817
Fritzli,1,6A+,-2.9380,-5.8065,0.0000,0.0000,13.111,13.111,13.111,6A+,-0.111
LeFlipper,2,7B,-3.3232,1.8550,0.0000,0.0000,18.108,18.108,18.108,7A,+1.892
vitelozzo,16,7A,0.2060,-2.7416,0.0000,0.0000,16.097,16.097,16.097,6C,+1.903
"N.N. (bloc 7a, nr. 4)",1,6A,-5.0987,-1.6288,0.0000,0.0000,15.253,15.253,15.253,6B+,-3.253
La Dance Gauche,1,7C,0.9973,5.1009,0.0000,0.0000,21.566,21.566,21.566,7C,+0.434
Bloc #7/4,1,6A,-6.4986,-1.6504,0.0000,0.0000,14.819,14.819,14.819,6B+,-2.819
Riverbed slab,1,7B,-2.1770,-5.7038,0.0000,0.0000,13.407,13.407,13.407,6A+,+6.593
N.N. 93,1,6C,-4.0118,1.0651,0.0000,0.0000,17.375,17.375,17.375,6C+,-1.375
Diabolik,29,7C,7.7766,1.2913,0.0000,0.0000,21.052,21.052,21.052,7B+,+0.948
zentral rechts,1,6B,-0.6406,0.5638,0.0000,0.0000,18.049,18.049,18.049,7A,-4.049
N.N. (Blocco 2b/9),1,6A+,-6.3667,-2.2503,0.0000,0.0000,14.459,14.459,14.459,6B,-1.459
Trait d'union,17,6C,1.9358,-6.7670,0.0000,0.0000,13.928,13.928,13.928,6B,+2.072
N.N. (Block 18),1,7A,-2.6239,0.2517,0.0000,0.0000,17.247,17.247,17.247,6C+,+0.753
Budino Rammollito,7,7B+,1.2268,1.5129,0.0000,0.0000,19.241,19.241,19.241,7A+,+1.759
Pan Cott,2,6A,-4.5413,-8.9780,0.0000,0.0000,10.516,10.516,10.516,5C,+1.484
N.N. (1a),1,6C,-4.8496,0.9605,0.0000,0.0000,17.055,17.055,17.055,6C+,-1.055
Ukjent ved ny sti,1,7A,-0.3624,3.3689,0.0000,0.0000,20.004,20.004,20.004,7B,-2.004
15 a,1,7A+,-6.1317,0.8354,0.0000,0.0000,16.588,16.588,16.588,6C+,+2.412
N.N. (Blocco 4b num6),1,6B+,-2.0075,2.0296,0.0000,0.0000,18.618,18.618,18.618,7A+,-3.618
N.N. (Bloc 4b Nr. 7),1,6A+,-5.6607,-1.9934,0.0000,0.0000,14.841,14.841,14.841,6B+,-1.841
N.N. (Blocco 7a num4),2,6A,-2.5854,-2.5635,0.0000,0.0000,15.381,15.381,15.381,6B+,-3.381
"N.N. (Masso 8b, blocco 21)",1,6A,-8.2321,-0.8050,0.0000,0.0000,14.865,14.865,14.865,6B+,-2.865
Crystal wall,2,5A,-5.6491,-5.4879,0.0000,0.0000,12.513,12.513,12.513,6A+,-3.513
N.N. (blocco 17a-1),2,6A,-5.5294,-5.8831,0.0000,0.0000,12.285,12.285,12.285,6A,-0.285
Strepptococcus,1,5C,-5.4785,-7.8803,0.0000,0.0000,10.968,10.968,10.968,5C,+0.032
N.N. (Block 13),1,7B,-2.6270,0.2598,0.0000,0.0000,17.252,17.252,17.252,6C+,+2.748
Bl. 16b 6.1,1,6A+,-6.6533,0.5972,0.0000,0.0000,16.273,16.273,16.273,6C,-3.273
N.N. (5 a),2,5A,-2.4274,-6.0210,0.0000,0.0000,13.121,13.121,13.121,6A+,-4.121
N.N. (b),1,4A,-5.3363,0.1372,0.0000,0.0000,16.360,16.360,16.360,6C,-10.360
N.N. (c),1,6B+,-4.4583,-7.3465,0.0000,0.0000,11.629,11.629,11.629,6A,+3.371
Collapse (left exit),1,6C,-6.6499,0.5886,0.0000,0.0000,16.268,16.268,16.268,6C,-0.268
Barbatrucco,7,6C+,-3.2302,-1.8512,0.0000,0.0000,15.663,15.663,15.663,6C,+1.337
Ultima chance,28,6C+,2.3955,-3.8689,0.0000,0.0000,15.999,15.999,15.999,6C,+1.001
problem 3 on bloc 5,1,6A,-2.1747,2.8711,0.0000,0.0000,19.130,19.130,19.130,7A+,-7.130
Sex and the City left,51,6C,5.4342,-1.1459,0.0000,0.0000,18.725,18.725,18.725,7A+,-2.725
Voci Dalla Cantina,2,7B+,-0.9888,3.0439,0.0000,0.0000,19.600,19.600,19.600,7B,+1.400
rosswel,1,8A+,1.9106,5.1049,0.0000,0.0000,21.842,21.842,21.842,7C,+3.158
La nove va,1,7C+,4.8172,6.3631,0.0000,0.0000,23.551,23.551,23.551,8A,-0.551
